id,text,l1,l2
1.13729E+17,@nvidia hi please i cant find a driver for video card (nvidia geforce 8500 gt) for mac please send me a link when i can download a driver,1,electronics
1.19143E+17,@nvidiacc I own two gtx 460 in sli. I want to try windows 8 dev preview. Which driver should I use. Can I use the windows 7 one.,0,electronics
1.19431E+17,"Thanks to @NVIDIAQuadro's incompetence I now can't work till October 4th, when the ATI card arrives.",1,electronics
1.19578E+17,"@nvidiacc from the beginning it never worked right, driver issues (drvs in wrong places), now with the last CUDA update it broke the Mac.",1,electronics
1.19877E+17,@nvidiacc ASUS G60 Series. Bought it to play games but guess not BF3,1,electronics
1.22051E+17,"@nvidiacc something will trigger my two displays to turn off, then on again, and then I get message saying driver stopped responding",1,electronics
1.4876E+17,@FC_Help Hey i was wondering if you were getting any more gold samantha sequin dresses in? Desperate for one!,1,apparel
1.49817E+17,"I placed an order with express delivery on 19th and have been given a tracking number, but HDL say its invalid? order is 50770571 @FC_Help",1,apparel
1.55213E+17,"@FC_Help I have just received an email regarding an order I've placed.  I don't recall placing any order with you, so please can you advise?",1,apparel
4.59723E+17,"@black_deckerus hey guys, I love this product featured on @thenester today but don't see a price? Help a girl out? http://t.co/4aydP3Dj0E",1,other
4.7168E+17,@NYTsupport Are you following me?  I seem unable to send you a DM.,1,other
4.7573E+17,@NYTsupport Horrified over the 135% price hike for the xword app. Will not be renewing at that price for an app with half the functionality.,1,other
4.7674E+17,"@NYTsupport I use the NYT App on my iPad 2, iPad Mini and iPhone 5S. All receive an error message that the connection failed with Twitter.",1,other
4.77356E+17,@nytsupport signed up to nyt subscription on a special offer at SXSW (delayed start) but I don't think it ever started... how can I check?,1,other
4.77418E+17,@NYTsupport So what do I need to do to contact customer care for INYT.  Totally stumped and I've been trying very hard. :-(,1,other
4.77905E+17,"@maytha_maytha you successfully registered that email with http://t.co/vUNQnH84Ya, but that does not entitle you to unlimited articles.",0,other
4.78966E+17,@NYTsupport  Being charged 2x month. No reply to my email sent months ago.Pls cancel everything! How?,1,other
4.83739E+17,"@NYTsupport logged into the website, but article still demanding i sign in http://t.co/mcgkfk7fSx",1,other
4.83852E+17,@NYTsupport how come the weekend delivery arrives so late in the morning - i'd love to read w/ my coffee!,1,other
4.84751E+17,"Really @blackanddecker? 1st replacement blender lasted 5 smoothies, 2nd replacement blender not even 1. #badservice #badproduct",1,other
4.86119E+17,"@KristaMariePark Thank you for your interest! If you decide to cancel, you can call Customer Care at 1-800-NYTIMES.",0,other
4.86886E+17,@TommyHilfiger Dramatic shopping exp. ordered 6 jeans same size (30/32) 2 fits / 2 too large / 2 too slim : same brand &gt; different sizing,1,apparel
4.87998E+17,@CarsonArthur @LeighAnnAllaire @blackanddecker love this trimmer! Making the sidewalk look sharp http://t.co/9XBRm9cl9i,0,other
4.88345E+17,Need help @nytsupport delivery of the @nytimes on Sundays to any stores in or around Grapevine TX is lacking. Most Sundays non existent? Y?,1,other
4.88787E+17,I'm booked july 31st through august 3 for that racist bastard tommy hilfiger. I need a place to stay in charlotte. What's up north Carolina?,0,apparel
4.88985E+17,@TommyHilfiger having problems on your site. Just spoke to my bank @HSBC_UK_Help and they say no issues their side?? http://t.co/5MOejf0he0,1,apparel
4.89142E+17,@NYTsupport The new update to the Xword app addresses almost every issue since the redesign. Thanks for listening to your customers!!,0,other
4.89787E+17,@blackanddecker is the lbxr2020-ope compatible with lst1018 which uses lb018-ope?,0,other
4.90885E+17,@TommyHilfiger you jave the worst customer service!!! #pissed #useless #worstbrand,1,apparel
4.91905E+17,@TommyHilfiger need old school tommy tops and jumpers where can you get them from these days.  #90sClobber,1,apparel
4.91953E+17,@NYTsupport my NYT digital subscription account keeps logging me out when I go to read opinion pieces. Any suggestions?,1,other
4.91967E+17,@NYTsupport why is it so hard to cancel or start a subscription? I now have three dormant accounts that you will not allow me to delete,1,other
4.92704E+17,"BTW @crantraf -- @blackanddecker did me right, and replaced my two failed batteries under warranty. I'm happy :) Thanks @blackanddecker !",0,other
4.93592E+17,"@NYTsupport Your website no longer remembers that I'm a subscriber. Safari 5.1.1, OS 10.6.8",1,other
4.93685E+17,A little help with this jean problem please. Only worn a few times and this has happened. #tragedy @TommyHilfiger http://t.co/gbMYlz02xD,1,apparel
4.94214E+17,@blackanddecker Was using my new laser level and the drywall pin broke off. Advice? http://t.co/PfKLUeh1Iw,1,other
4.9443E+17,@tommyHilfiger hi guys. I buy a ton of your clothes.. I have lost the pully to pull down the zipper on my grey woolen top.. Can you help?,0,apparel
4.94538E+17,"@TommyHilfiger Your online eu store is not working and your ""support"" is ignoring the problem. Can not submit the order.",1,apparel
4.94924E+17,@nytimes I'm recieving terrible home delivery service from you. My paper never gets to me! #help,1,other
4.95236E+17,@NYTsupport i have complained a dozen times &amp; yet my papers are still thrown FAR from my door. Why is this so hard to resolve?,1,other
4.95308E+17,I need to stop wearing Tommy Hilfiger i forgot  hes a racist motherfucker,1,apparel
4.96305E+17,@NYTsupport 3 unanswered emails &amp; 1 phone call to you. I still haven't received a paper since the end of May. What is the problem?!,1,other
4.97725E+17,I've had a 1-cuper #coffee machine for over 10 yrs from @blackanddecker that's still going strong. It's nice when products last a long time.,0,other
4.9991E+17,@blackanddecker check this #ThrowbackThursday http://t.co/CcqZNUbn1e,0,other
5.0067E+17,@TommyHilfiger clothing collections are only some support please link ?,0,apparel
5.00969E+17,@TommyHilfiger has the most pathetic cust service in India. They haven't sorted a simple issue of replacing a sub stndrd bag for 20 months,1,apparel
5.01412E+17,"@NYTsupport Just talked to Liam, a resolution expert. Problem solved - he was great. Thks.",0,other
5.01582E+17,@denis_ricardo_ he's racist @TommyHilfiger I H8 U,1,apparel
5.02133E+17,"Oh @blackanddecker #foodprocessor, where have you been all my life? WAY easier to make #homemade #sunbutter than a blender!!",0,other
5.02241E+17,@blackanddecker sure wish I had read the reviews first. Now mine is broke and you won't honor the warranty! http://t.co/5FaKX8LGlB,1,other
5.02522E+17,"@TommyHilfiger the United States. I enjoyed the product, price and we are in the cart. I want to make the payment and purchase.",0,apparel
5.02556E+17,LOVE my @blackanddecker bread machine but the paddles won't stay on in the basket anymore &amp; the kneading is non existent... How can I fix it,1,other
5.0287E+17,"@TommyHilfiger I'm wearing TH jeans I bought 10+ years ago, bc I lost 53+ pounds. Please send help: I can't find new jeans 4 my new body Lol",1,apparel
5.04757E+17,"@TommyHilfiger stiching on chino's bought 1 month ago in westfield london ripped, no help from shop. Dissapointing. http://t.co/JnGNxpqv2s",1,apparel
5.05718E+17,My husband could not have made his recent dumpster dive any more beautiful without the help of Black &amp; Decker and... http://t.co/V2YhbDrOF0,0,other
5.05819E+17,"@blackanddecker So my wife bought me the 4amp Matrix drill.. I am pretty excited about it, too. Now I need some attachments!",0,other
5.05946E+17,@TommyHilfiger is my new favorite store,0,apparel
5.06937E+17,"I wonder how many valid @blackanddecker warranties were denied today due to made-up, illegitimate policy. Schools aren't commercial property",1,other
5.07434E+17,@NYTsupport why do you offer a subscription $1/wk then when I click to order it's $1.50/wk?,1,other
5.07729E+17,@ColbyGoon but he also went on Oprah and made the racist statements,0,apparel
5.08015E+17,@blackanddecker Thank you very much. http://t.co/Amd1lUH7x1,0,other
5.08284E+17,@TommyHilfiger Bought a belt in store in Vienna. Need to change it. But live in Germany. Leaving now. How do we proceed? Store has closed.,0,apparel
5.1159E+17,@blackanddecker none so far. need a new coffee brewer. broke mine when we moved house #coffeebreak #mondaymotivation,0,other
5.12677E+17,@TommyHilfiger Impossible to order on FR website ?? electronicsnical issues ? Many tries with different debit card... tks http://t.co/80EmCPxYfI,1,apparel
5.13518E+17,Too bad @TommyHilfiger doesn't want black people wearing his clothes. I heard.,1,apparel
5.14822E+17,Thank you @blackanddecker for making good on my warranty issues. It took time but you did the right thing. #tooltips,0,other
5.17382E+17,@blackanddecker nothing? Where can I buy this? It's very frustrating!,1,other
5.19181E+17,Remember this table I painted a couple weeks ago? (details here: http://t.co/0YuTm2GcLl) Well my husband (who... http://t.co/5TJItw4WUg,0,other
5.25009E+17,When you go to grab an unopened beer and it's only half full... Thanks @MichelobULTRA,1,food
5.33033E+17,Expired beer that we bought today? Whuuuut? @budlight #budlight #budweiser #dammit http://t.co/AXNieZ5oJf,1,food
5.34144E+17,@ShockTop there was a piece of glass in one of your 16oz cans. It just sliced my mouth open. http://t.co/B6dL66H6yR,1,food
5.34489E+17,@budlight @Budweiser @ksboldtownalex This Bud light is having an identity crisis. #bartender #ksboldtownalex http://t.co/bC6bWYQ7lL,0,food
5.35258E+17,@budlight I just had 2 beers in an 18 pack half full and still carbonated. #nothappy,1,food
5.38735E+17,Thanks @SamsClub for selling expired beer #fail @budlight http://t.co/V6pH1RQN4Y,1,food
5.38904E+17,Just opened a fresh Bud Light that was filled with water. Please explain @budlight.,1,food
5.39107E+17,Think someone at @Budweiser had been drinking the stuff before they put the label on #qualitycontroldayoff http://t.co/GqcccaD0Xl,1,food
5.41762E+17,@AnheuserBusch are you kidding me? #buschleague #designflaw #recall http://t.co/zdYax4JrXE,1,food
5.43507E+17,@budlight Is this the kind of product your distributors sale now? http://t.co/rwApWpSuxT,1,food
5.53243E+17,"Mean-spirited #ParkingDirtySF as @Budweiser driver yelled ""you bikes are f***ing everything up!"", Market &amp; 2nd http://t.co/oOeyUAUpCh",1,food
5.53485E+17,@ShockTop This is the last time I buy shocktop. If ingredients said floaty flavor and crusty necks I might drink it. http://t.co/2bnPE5Q1Uw,1,food
5.54112E+17,Again @budlight ? I was up for whatever. Except this http://t.co/E6hcxJgVK7,1,food
5.5443E+17,No tab on my can? What the @Budweiser http://t.co/xyrAeQvdCs,1,food
5.55833E+17,I just got cut off by a bud light truck. Aka the worlds shittiest beer. @budlight,1,food
5.6241E+17,@budlight opened my case and was sad one of my beers died http://t.co/DIKaVcrq0k,1,food
5.63441E+17,@budweiser must of been the guys last day an said eff it http://t.co/vaSnH5rQhG,0,food
5.65891E+17,@ABCustomerCare do you not have email? That numbers going to Cost a Fair bit from the UK!,1,food
5.65969E+17,@AnheuserBusch your bud exchange website is a JOKE!!,1,food
6.23091E+17,@SHO_Network @sho_help Deadfall 1993 is playing Deadfall 2012 on Showtime streaming. Using Playstation Vue.,1,software
6.32378E+17,@sho_help why can't I enter my username/password on appletv? Why does showtime hate me?! Endless cycle of input :(,1,software
6.33027E+17,"@sho_help hello, i have the uverse 300 package that includes showtime, shouldn't i have access to showtimeanytime or no?",0,software
6.37696E+17,@SHO_Network I am getting server errors when I try to activate a device. Plz help,1,software
6.41996E+17,@ASeasonWith it polite to reply!!!,0,software
6.49005E+17,"@Showtime ur app on my xbox 360 constantly having server errors, cant get throught one episode of Homeland without error.",1,software
6.51239E+17,@sho_help can't stream sho anytime on Apple TV and  iPad.  What gives?,1,software
6.53226E+17,"@Showtime problems with @DIRECTV users using Showtime anytime today?  Keep getting ""internal error""",1,software
6.54329E+17,I just want everyone to know that @sho_help / @Showtime has the absolute worst customer service I have ever received. Ever.,1,software
6.55936E+17,@sho_help absolute nonsense that i have to log in every time i watch on appletv. tonight was logged out WHILE WATCHING. what are you doing?,1,software
6.68812E+17,@ChryslerCares my car turns itself off while driving. I'm supposed to hear from resolution team but I've called 4 times no call back.,1,cars
6.68826E+17,@ChryslerCares I have a mother question my car fairly new and breaks making a noise rear one and as well smoke smell comes out /:,1,cars
6.70384E+17,@scrapfabric @DICKS TOTALLY not cool.,1,apparel
6.70436E+17,"@DICKS Can you help me find any of the below style numbers in SZ 13 Mens 310805-102, 528895-007, 306008-013, 378037-117",0,apparel
6.70657E+17,We're about the only people in this @DICKS and still can't get anyone to help us. #customerservice https://t.co/70R5PMOck1,1,apparel
6.7069E+17,"@DICKS I can't understand how Dick's has a store credit card, but you can't use it online.",1,apparel
6.70699E+17,"@DICKS tried to buy this today. Above the rack said 40% off apparel. Was told hats are not considered ""apparel"" https://t.co/vxtNI1Frm7",1,apparel
6.70812E+17,@DSGSupport worst customer service ever. Waste of time. It was supposed to be a gift to someone and now what..?,1,apparel
6.70972E+17,@DICKS why you messing with me https://t.co/t5JN4joj6k,1,apparel
6.71174E+17,"Was happy to find out @Showtime had an app to watch all their shows, until 6 episodes in it stops working. Thanks! @sho_help",1,software
6.71175E+17,@sho_help the Showtime Anytime app is the WORST. It stopped working 4 times while trying to finish Homeland and now it won't play at all.,1,software
6.71176E+17,"@sho_help trying to watch Showtime on my iPad, keep getting network issues. Hulu and Netflix are working fine. Help?",1,software
6.71177E+17,@RandySchreck @sho_help yes! Why are the apps down?!,1,software
6.71178E+17,"Apparently the #showtime app *is* down. Thanks for the confirmation, @craigpeters. Also get your act together @showtime, @sho_help.",1,software
6.71327E+17,"I HATE my @Chrysler #Sebring so much! this thing is an electrical #lemon  dash lights, headlights, windows, wipers..all garbage!  #regretful",1,cars
6.71431E+17,@DICKS How many Nebraska shirts do you think you will sell with this graphic? https://t.co/Wwqz8IGL8C,1,apparel
6.71435E+17,@DICKS I think your Cyber Monday 25% off is broken. It's not showing up in my cart. Or you are lying. I just want a cheap set of weights.,1,apparel
6.7145E+17,"@DICKS  Want to buy Timberland Pro boots. Your website states 25% off. Checked exclusions, they are not listed, still no deduction in cart.",1,apparel
6.71458E+17,Just bought these @brooksrunning Launch 2s 1 month ago from @DICKS &amp; they already have a hole! 1 month!?! #nothappy https://t.co/Ea6mCzUazY,1,apparel
6.71474E+17,@DICKS how the fuck you gonna have Providence Friars sweatshirts but not SJSU?!?!,1,apparel
6.7151E+17,On hold with @DICKS an hour just to get told to call back another day. Hell yeah,1,apparel
6.71704E+17,@DSGSupport here's a better pic. Order # was 3264677178. Please message me for any additional information required https://t.co/iTjWrWPX1V,0,apparel
6.71768E+17,Worst customer service to-date @DICKS in Greensboro off Wendover. Avoid this place and let's show them we have other choices. #otherchoices,1,apparel
6.71825E+17,@DICKS When u send packages u should really put them in a box so you don't ruin a kids X-mas morning 25 days early! https://t.co/3ISL3sXgao,1,apparel
6.7214E+17,@DSGSupport can you dm me for why my order got canceled? Thanks,1,apparel
6.72238E+17,No chill @DICKS #BeatsByDre https://t.co/85Oqvzwt4y,1,apparel
6.72455E+17,@DICKS just ruined my kids Christmas by canceling my order. So long ping pong table. #fixthisDicks,1,apparel
6.72589E+17,Real disappointed in @DICKS leaving me high and dry. Ordered some new Iowa gear Tues with 1 day shipping and it hasnt even shipped yet...,1,apparel
6.73699E+17,@Showtime Second Sunday the app stopped working because of a gateway error... during the climax of an episode. You need more servers.,1,software
6.73716E+17,@sho_help showtime app on Apple TV isn't working. Hasn't been for last hour.,1,software
6.73974E+17,Gotta love taking three 2015 Chrysler's in for recalls and coming home the same day to mail from @Chrysler explaining more recalls,1,cars
6.74383E+17,@Chrysler Buy my lemon back! No heat. Chrysler tries to fix 5 times &amp; still No heat &amp; AC leaks coolant &amp; water into car. rain floods car 2,1,cars
6.74607E+17,"@Burberry @BurberryService You should have someone look at your e-mail marketing.. second time a promo has come through ""clipped""",1,apparel
6.7462E+17,Love it when I almost die rear ended by a semi cause my jeep turns off again. One day they will fix it #jeepsucks #Chrysler,1,cars
6.74794E+17,#Chrysler is a disgrace to be called an American Automobile will NOT even cover a part with known issues even though parts been recalled.,1,cars
6.74943E+17,"@BurberryService Hi. If you purchase a scarf from your online store, does it still come with a scarf box as in the stores?",0,apparel
6.75036E+17,Shame on @Chrysler I will never lease a car from them again,1,cars
6.75362E+17,@Burberry best for serious person,0,apparel
6.75635E+17,@BurberryService 8141606222 i need this,0,apparel
6.75734E+17,@Burberry trying to order some rain boots I wear a 7.5 in US what size would I be in your boots do they run small or true to size?,0,apparel
6.75986E+17,@BurberryService Do you accept China Union Pay credit card when I place an order on https://t.co/f6ByJNfD5Y?,0,apparel
6.76097E+17,"@BurberryService Hi, I've got an old Burberrys Prorsum Mac and am in need of a replacement button, do Burberry still carry old buttons?",0,apparel
6.76102E+17,"@BurberryService Ah great, thanks!",0,apparel
6.76461E+17,shout out to @BurberryService for sorting me out,0,apparel
6.76519E+17,@BurberryService why is my sales associate so distracted to help other customers when I am trying to purchase things and get out?,1,apparel
6.7786E+17,Where is the Wash. Post crossword puzzle for 12 -18-15 ??????,1,other
6.779E+17,Very disappointed in @washingtonpost for no crossword today - what gives?,1,other
6.78955E+17,@Nordstrom the stitching on my @Burberry jacket is coming apart. Can you fix it? I'm scared to take it to the cleaners,1,apparel
6.79324E+17,@BurberryService I haven't received any answer from you. What's up?,1,apparel
6.79336E+17,@ChryslerCares I have a case open with Chrysler customer service under William Taylor. Waiting on a call back,1,cars
6.79856E+17,"@sho_help can't access showtime site, apps, etc. was 20 minutes into homeland finale! Ugh!",1,software
6.80137E+17,"@BurberryService okay... but if i buy these online, would u plz provide recommendations of my size. Burberry m size coat suits me, btw. thx",0,apparel
6.80231E+17,@sho_help Any known issues with the Showtime Anytime app for xbox 360? Not working for me at the moment!,1,software
6.8031E+17,@BurberryService Or maybe they have the product in store? Otherwise I will just let it deliver!,0,apparel
6.80424E+17,@Burberry yall got that post-Christmas sell this year?,0,apparel
6.80477E+17,@sho_help @showtime your arrive is terrible streaming is stop and start every couple mins. Get it together it's xmas,1,software
6.80655E+17,"@BurberryService ITEM 39763961, which store can I get this wallet?",0,apparel
6.80681E+17,@BurberryService @BurberryService I want to buy this item in this store which is in regent street.,0,apparel
6.80872E+17,"@BurberryService hello Burberry, please could I cancel an order? Many thanks. Lena",0,apparel
6.82469E+17,@Burberry hey burberry hope all is well. I would like to know if some of your shoes or boots uses calf leather trip. I seen few on shops,0,apparel
6.83815E+17,@BurberryService @AmericanaShops Could not return my purchase since cc machine was not working yet buying was not a problem. Mistreated 100%,1,apparel
6.84717E+17,Wonder why cars get major issues *just* after the warranty expires? @Chrysler #UnhappyCustomer,1,cars
6.87334E+17,"So frustrated dealing with this HEALTH HAZARD, MOLD INFESTED, NEW 200 from @Chrysler @ChryslerCares I need my car replaced.",1,cars
6.89253E+17,@Chrysler I just got a new 2015 chrysler 200s 3 months ago and its been back in the Dealership for repairs for more then 42 days.,1,cars
6.89666E+17,@Chrysler Is the Pacifica similar to the size of the Town and Country?,0,cars
6.89947E+17,Waiting on @enterprisecares to come get me while the grey ghost(Chrysler 300 )gets fixed up.,0,cars
6.90681E+17,"@CBSNews @Dodge @ChryslerCares My driver side air bag has been recalled and replaced, but what about the passenger side?",1,cars
6.91694E+17,"@ChryslerCares The Pacifica reminds me a bit of the Kia Sedona van, is your designs in house or outsourced?",0,cars
6.92027E+17,#Chrysler #dodge I'm on the side of the road AGAIN! I'm really tired of this issue,1,cars
6.94968E+17,@ChryslerCares Hey Chrysler Cares I'm the one with the 2011 200 need help with the Heating. Inside the car it's really strange,1,cars
6.95667E+17,@ChryslerCares is it fair to ask for a new case manager if I feel mine is inadequate?,0,cars
6.9707E+17,@ChryslerCares 1c3cccbb9fn717601. Resolution team has all info. Call penny 214-583-2188,0,cars
7.16096E+17,@UconnectCares Iheart radio app doesn't work. Have opened 2 different tickets both were closed without being fixed.,1,cars
7.25753E+17,"@VW #VWCares , funny I don't feel like you do. Car still in shop. Letter not mailed to me yet that was generated on April 18th #notfeelingit",1,cars
7.25899E+17,"@VW @vwcares FYI @BergeVolkswagen has a bad habit of listing cars as cert-preowned online, but they actually aren't. Duped me &amp; friends #Phx",1,cars
7.27497E+17,@VW @QuirkCars some unauthorized work done on my engine now throwing a check engine light about a week later. Very upset.,1,cars
7.27531E+17,why do my drl's keep going out? @VW,1,cars
7.27871E+17,@Volkswagen @VW @GMA can't even begin to tell u how disappointed I am with VW.  Brought a VW EOS last Sept and the engine is gone do 2,1,cars
7.28237E+17,can't believe I have 76000 miles on my 2011 @VW CC &amp; in need of a transmission. any advice @vwcares,1,cars
7.28397E+17,@VW you did not resolve my issue.,1,cars
7.29016E+17,@VW my 2011 cc clutch pack feels like it shot. And clunks and shakes when I put it in reverse or park. And I'm not trynna pay $2500,1,cars
7.30867E+17,@vwcares How is it that every service center in the Chicagoland area is completely uncommitted to customer service? Never buying a VW again.,1,cars
7.31076E+17,"Thanks to Ken at @VWChicago for taking such good care of my Beetle, ""Maggie""!! Your Service Dept is the BEST!! @VW https://t.co/bof6iarwPO",0,cars
7.31186E+17,@VW @VWGoA IT look like I will be getting a Whole New transmission for the VW jetta Hybrid 2013. #jettaHybrid #VWCares,0,cars
7.31637E+17,"Why can VW NOT fix my car from the short that your serviceman caused during my recall, even with a case # from corp. #4thattempt @vwcares",1,cars
7.32441E+17,My clutch had been in my car for its entire life.... That's 365000 miles on one clutch #vw #germanmade,0,cars
7.33064E+17,@vwcares thank you.. We solved the problem,0,cars
7.34855E+17,@VW made me spend $1500 to have them fix a problem and they didn't get it fixed and they have the nerve to tell me it's normal. Frustrating,1,cars
7.34892E+17,Hey @Yelp please revisit this review. The guy said it was for the location IN Montgomery-completely different city. https://t.co/X0YkyrhV8l,1,software
7.34944E+17,@Yelp how does some report an overly aggressive Yelp sales person who does not take no for an answer?,0,software
7.35187E+17,@vwcares my golf's aircon comp broke and I cant afford to fix it :( I love my vw but I am disappointed at its frailty at only 9 years old!,1,cars
7.35612E+17,I want @Yelp to have a number of TVs category because it is increasingly difficult to find places without TVs,0,software
7.36088E+17,thanks @VW for your fantastic car seizing up while driving causing me to spin out and almost die.,1,cars
7.36239E+17,"So it's going to cost $7000 to fix the exhaust on my @VW 2009 Jetta, and only $300 is covered under warranty. Help @vwcares?",1,cars
7.364E+17,@VW Unacceptable that at 74k the entire A/C system self-destructs and needs a $2k repair. #crapquality #usedtolovevw https://t.co/hpuqlyFvPE,1,cars
7.36598E+17,@vwcares I have a problem and my local VW did everything they could to help. Can you help me?,1,cars
7.37558E+17,@Yelp hi there I verified my email account yesterday to claim my business but it's still not listed nor can I log in ? Many thanks,1,software
7.37728E+17,@yelpsupport @Yelp still can't claim my business .... What's going on ? Add contact number 01786396236,1,software
7.38178E+17,Look @yelpsupport I promise to stop reviewing sperm banks for bad yogurt. So can you unban me now?,0,software
7.38509E+17,@painfadesaway thanks for the feedback. You should be able to continue to use https://t.co/j6qsVzQta7 by ignoring the download prompts,0,software
7.38817E+17,@yelpsupport can you site the policy that allows this?,0,software
7.40592E+17,@Yelp can we get the exact calculations for a business rating (for example if its 4 stars but actually 4.2) or do we use a 3rd party site?,0,software
7.40625E+17,@Yelp @yelpsupport can you add a filter to show which businesses have changing tables?! #nycbabyproblems,0,software
7.40898E+17,"@Yelp Suggestion: On the restaurant listing, it should specify whether dogs re welcomed or not.",0,software
7.40966E+17,@LenovoSupport Where can I order Recovery Disks for a T520? Tx,0,electronics
7.41024E+17,@Yelp @yelpsupport deceiving for parents who try to find something out about a school. Makes your site worthless!!!,1,software
7.41075E+17,@Yelp I've had two legitimate reviews removed for the same business. Is there someone I can talk to about this?,1,software
7.41327E+17,"@yelpsupport @Yelp Oh so you were there? Ok, got ya. It was all Wyndham. Maybe ask me first vs just taking stuff into your own hands.",1,software
7.4247E+17,So... I got a bad @Yelp review... but we think it's fake really whoever does this like really people lose their jobs over this kind of stuff,1,software
7.43471E+17,@yelpsupport I noticed my phone was low on storage space and Yelp app was taking up 1GB. After deleting and reinstalling it went to 56MB.,1,software
7.43564E+17,"When a @yelp representative offers us ""tools to improve"" our rating, but those tools require financial commitment, it's extortion.",1,software
7.44214E+17,@yelpsupport team! Help! I've tried three times to convey with your team to change my businesses' incorrect address. What do I do?,1,software
7.44908E+17,"@CourtneyPong if you can DM us a link to the listing, we'll check this out - thanks",0,software
7.4562E+17,"Furious w/ @Yelp Salesman calls, tells us he can ""fix"" our reviews. We decline. Two days later another legit 5 star review is removed. #scam",1,software
7.52528E+17,"@WashPostClaire Bought Sunday delivery + digital last wk. Paper arrived, can't access online. Won't take credit card #, don't know acct. #",1,other
7.57901E+17,Had to stop using the @washingtonpost news app because it won't take my subscription password. Oh well.,1,other
7.61061E+17,@Medium Is there any way to create an internal (private) company publication that wouldn't be accessible to the public? (Password / Login),0,software
7.61252E+17,"Why is it so freaking hard to add a story to a publication on @Medium? Every time, I get caught in a stream of errors and broken links",1,software
7.61264E+17,Thank you @medium for a better H2 styling. I will actually use it now!,0,software
7.62935E+17,@MediumSupport Following up on my 8/4 my tweet. My edit button doesn't display. Help. Reminder: you need to follow me to receive DM.,1,software
